"No.","Time","Source","Destination","Protocol","Length","Value","Info"
"1006","163.226824","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","34","004e434e0f00000000e803701700006e001e000fce00","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1007","182.210321","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","16","20084000","Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1008","182.220255","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","004f284f0009fe","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1010","184.047253","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","004f294f09e8030000000000000150ae","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1011","184.056075","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0050225000852a","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1013","184.109137","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","005023500800000000000004003805","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1014","184.117629","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0051385100169d","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1016","184.167997","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","005139510900ffc8c8c804000100ab23","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1017","184.177383","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00523a520025a6","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1019","184.226727","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","00523b520cf311000000000000f2110000ccec","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1020","184.233618","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0053b25300ef07","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1022","184.287286","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","0053b3531301dc0001640000000400000000000000000000c06e","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1023","184.294848","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00546c5400ede0","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1025","184.346425","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","36","00546d541100000000000000000000000000000000016c68","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1026","184.352438","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00556c5500dcd3","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1028","184.410010","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","36","00556d5511000000000000000000000000000000000173b6","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1029","184.419704","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0056b256001af8","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1031","184.467526","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","0056b3561301dc00016400000004000000000000000000008ddc","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1032","184.476744","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00576a57001e07","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1034","184.621396","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","00576b571800006405a40100006405a40100006405a40100006405a401feea","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1035","184.628810","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","16","00000000","Sent Write Command, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1036","184.632354","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00583a5800ee49","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1038","184.676625","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","00583b580cf311000000000000f211000065f1","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1039","184.680843","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0059b2590024e8","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1041","184.767266","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","0059b3591301dc00016400000004000000000000000000007b1a","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1042","184.772639","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","24","005a3c5a05f211000003281a","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1044","184.860049","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","21","005a3d5a020025af3b","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1045","184.865382","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","005b6a5b007342","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1047","184.947525","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","00008100500325f500ffbf8d1af211000064000000000000000000000000000000f600ffâ\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1048","185.037939","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","005b6b5b1800006405a40100006405a40100006405a40100006405a4019548","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1049","185.043637","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","005c6a5c00e4db","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1051","185.096833","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","005c6b5c1800006405a40100006405a40100006405a40100006405a401d13d","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1052","185.102611","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","005d6a5d00d5e8","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1054","185.189967","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","005d6b5d1800006405a40100006405a40100006405a40100006405a401b091","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1055","198.973488","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","005e365e002996","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1226","207.044265","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","29","000010000a0000c9fc45b02fec0b618c82","Sent Write Command, Handle: 0x0022 (Tandem Diabetes Care: Unknown)"
"1228","207.117653","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","49","000011001e01008fb4a0495a9b92bcc50e3207b4ddd35ac9ed7f5c2eb2e6f29b725da182â\200\246","Rcvd Handle Value Notification, Handle: 0x0022 (Tandem Diabetes Care: Unknown)"
"1229","207.124244","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","32","01011201160100a2bd1e4c126b632289839ca5cd","Sent Write Command, Handle: 0x0022 (Tandem Diabetes Care: Unknown)"
"1230","207.126225","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","23","0001b73868ec80a1c43661","Sent Write Command, Handle: 0x0022 (Tandem Diabetes Care: Unknown)"
"1232","207.208024","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","22","0001130103010001e8cc","Rcvd Handle Value Notification, Handle: 0x0022 (Tandem Diabetes Care: Unknown)"
"1233","207.217916","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0002200200382c","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1235","207.297376","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","23","0002210204020005008237","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1236","207.303267","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0003540300c11b","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1238","207.386971","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","67","00035503309fc00b3f9fc00b3f00000000000000007e4f6705df6a0f0030000000000000â\200\246","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1239","207.389463","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00043604005d77","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1241","207.476406","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","000437040819c08d1a3f0d000056f6","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1242","207.479716","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","20","0005a005010077b6","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1244","207.566331","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","25","0005a1050600009add2476065f","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1245","207.568519","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","20","0006a0060104a3af","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1247","207.656333","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","25","0006a1060600041a000000fb30","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1248","207.662298","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00073607000e22","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1250","207.746388","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","000737070819c08d1a400d000002d1","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1251","207.751374","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0008240800331f","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1253","207.836335","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","23","0008250804b40001147f38","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1254","207.838531","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0009320900c1dd","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1256","207.972970","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","26","000933090700000000000000a9f8","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1257","207.974517","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","000a2a0a005062","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1259","208.069131","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","29","000a2b0a0a00000000000000000000e4de","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1260","208.070778","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","000b280b00013f","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1262","208.151480","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","000b290b09e80300000000000001c2bb","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1263","208.153484","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","000c380c00f5e5","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1265","208.241661","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","000c390c0900ffc8c8c804000100c319","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1266","208.247610","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","000d2c0d006749","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1268","208.332654","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","34","000d2d0d0f000000c8c80000000000000000000055ef","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1269","208.336207","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","000e2e0e005472","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1271","208.421493","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","37","000e2f0e12000000c8c80000000000000000000000000031ae","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1272","208.423308","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","000f3e0f000602","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1274","208.511492","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","000f3f0f080100ffffffffff00c911","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1275","208.513461","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0010441000820e","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1277","208.603332","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","00104510080000000000000000bda4","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1278","208.606236","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00114a1100b226","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1280","208.692013","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","00114b110800000000000000008298","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1281","208.695498","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00124612008006","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1283","208.781939","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","0012471208000000000000000084da","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1284","208.786756","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0013481300b02e","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1286","208.872046","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","00134913080000000000000000bbe6","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1287","208.876836","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00148a1400b0ff","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1289","208.962731","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","00148b1408b80b0000b80b0000c6fd","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1290","208.966174","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00158c1500217e","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1292","209.051888","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","23","00158d150410271027b92f","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1293","209.060611","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00165816002692","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1295","209.142809","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","124","00165916690f0000000000000000000078000000000000000000002c0100000000000000â\200\246","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1296","209.150003","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","001756170016ba","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1298","209.232659","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","33","001757170e00f401d007000003000000000000b2e7","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1299","209.236757","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0018521800e876","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1301","209.321592","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","28","00185318091446010c00001e000021eb","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1302","209.326575","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00195a190078ec","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1304","209.411914","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","00195b190cc80001000007500001000007a5da","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1305","209.417147","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","001a5c1a008b0b","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1307","209.501911","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","25","001a5d1a06030005030005db3c","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1308","209.505930","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","001b5e1b00da56","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1310","209.591886","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","22","001b5f1b03140105c934","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1311","209.597778","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","001c601c00e911","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1313","209.681648","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","36","001c611c113030303030310000000000000000000002d2cc","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1314","209.685172","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","001db21d002c29","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1334","209.771716","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","001db31d1301dc0001640000000400000000000000000000b666","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1335","209.774133","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","001e901e00d994","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1337","209.907257","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","30","001e911e0b6464000000000000000000fa96","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1338","209.912007","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","001f6c1f00db31","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1340","209.997180","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","36","001f6d1f110000000000000000000000000000000001264b","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1341","210.000858","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0020502000b494","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1343","210.086957","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","29","002051200a00000000000000000000964d","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1344","210.089383","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0021222100ed11","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1346","210.176361","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","27","00212321080000000000000400fcb5","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1347","210.178732","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0022a4220044cd","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1349","210.267289","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","0022a522180000000000000000000000000000000000000000000000001436","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1350","210.271349","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00233a23004d9d","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1352","210.357029","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","00233b230cf611000000000000f5110000a6b8","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1353","210.360552","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","0024b224002196","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1355","210.447278","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","38","0024b3241301dc000164000000040000000000000000000040ff","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1356","210.453659","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","20","0025402501005bb4","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1358","210.537062","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","42","00254125170041000000000000000000000000000000012c01102701cb64","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1359","210.540755","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00266a2600763c","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1362","210.627272","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","9","00266b261800006405a40100006405a40100006405a40100006405a4013862","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1363","210.632820","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","24","00273c2705f5110000039713","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1365","210.716783","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","21","00273d270200263f70","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1366","210.720866","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","00286a2800791f","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1368","210.807607","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","99","00008100500326080114c08d1af511000096010000000000000000000000000000080114â\200\246","Rcvd Handle Value Notification, Handle: 0x001f (Tandem Diabetes Care: Unknown)"
"1369","210.897062","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","43","00286b281800006405a40100006405a40100006405a40100006405a401b088","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1370","210.904262","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","21","00294229020000beee","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1372","210.986946","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","34","002943290f00000000e803701700006e001e000f6636","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1379","232.757287","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","16","00011000","Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)"
"1380","232.761222","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","002a3a2a00d527","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1382","232.796554","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","31","002a3b2a0cf811000000000000f711000052d5","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1383","232.799401","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","002b6c2b008af8","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1385","232.856745","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","36","002b6d2b110000000000000000000000000000000001de53","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1386","232.862449","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","002c502c00d9d1","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1388","232.916239","fb:89:10:37:fe:76 ()","Google_bf:f4:6b (SM-G780F)","ATT","29","002c512c0a00000000000000000000ea5b","Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
"1389","232.918688","Google_bf:f4:6b (SM-G780F)","fb:89:10:37:fe:76 ()","ATT","19","002d362d0023cb","Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)"
