No,Time,Source,Destination,Protocl,Length,Info,Value
1406,233.306709,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,42,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00314131170041000000000000000000000000000000012c01102701fe79
1402,233.191789,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,20,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",003140310100f82b
1401,233.186349,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,21,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00303d30020027942a
811,106.406673,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,21,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00303d30020021524a
1399,233.098818,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,24,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00303c3005f7110000020a69
809,106.321349,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,24,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00303c3005de11000002c2c9
808,106.31691,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,38,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002fb32f13000000000000000004000000000000000000002eeb
806,105.959909,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002fb22f00db4a
1398,233.096338,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,31,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002f3b2f0cf811000000000000f71100009653
1396,233.040845,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002f3a2f0020d8
1394,233.036406,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002e3f2e080100ffffffffff008147
1392,232.985573,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002e3e2e00d137
805,105.95677,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,31,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002e3b2e0cdf11000000000000de110000258a
803,105.870586,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002e3a2e0011eb
1391,232.97671,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002d372d0804628e1a590d0000c294
1389,232.918688,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002d362d0023cb
802,105.86675,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,23,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002d252d04b4000114764e
800,105.735045,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002d242d0020e6
799,105.731789,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,38,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002cb32c13000000000000000004000000000000000000001585
797,105.644859,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002cb22c00881f
1388,232.916239,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,29,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002c512c0a00000000000000000000ea5b
1386,232.862449,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002c502c00d9d1
1385,232.856745,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,36,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002b6d2b110000000000000000000000000000000001de53
1383,232.799401,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002b6c2b008af8
796,105.641818,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,31,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002b3b2b0cdf11000000000000de110000e10c
794,105.555639,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002b3a2b00e414
1382,232.796554,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,31,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002a3b2a0cf811000000000000f711000052d5
1380,232.761222,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002a3a2a00d527
793,105.552769,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,28,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002a392a0900ffc8c8c804c801001bcd
791,105.464841,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002a382a00b549
1372,210.986946,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,34,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002943290f00000000e803701700006e001e000f6636
1370,210.904262,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,21,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00294229020000beee
790,105.461788,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00292329080000000000000400b7ff
788,105.376384,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",292229004498
1369,210.897062,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,43,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00286b281800006405a40100006405a40100006405a40100006405a401b088
1366,210.720866,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00286a2800791f
517,80.306575,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002837280899bf8d1ac00c0000bfa7
515,78.934471,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0028362800d634
787,105.37277,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,28,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00282928090000000000000000015fcf
784,105.174787,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0028282800b46c
781,104.741957,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,43,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00276b271800006405a40100006405a40100006405a40100006405a40159ce
777,103.935356,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00276a2700470f
1365,210.716783,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,21,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00273d270200263f70
1363,210.63282,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,24,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00273c2705f5110000039713
428,18.928071,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00273727085cbf8d1a830c0000a147
426,18.782163,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0027362700e824
1362,210.627272,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,9,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00266b261800006405a40100006405a40100006405a40100006405a4013862
425,10.467268,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,10,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00266b261800006405a40100006405a40100006405a40100006405a4013862
1359,210.540755,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00266a2600763c
422,10.381112,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00266a2600763c
776,103.931723,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,21,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00263d260200204d66
774,103.845984,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,24,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00263c2605dc11000005f86b
773,103.842407,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,43,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00256b251800006405a40100006405a40100006405a40100006405a401ba86
421,10.37723,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,43,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00256b251800006405a40100006405a40100006405a40100006405a401ba86
771,103.506269,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00256a25002569
419,10.289887,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00256a25002569
1358,210.537062,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,42,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00254125170041000000000000000000000000000000012c01102701cb64
1356,210.453659,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,20,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0025402501005bb4
1355,210.447278,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,38,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0024b3241301dc000164000000040000000000000000000040ff
770,103.503618,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,38,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0024b3241300000000000000000400000000000000000000634a
418,10.287148,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,38,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0024b3241300000000000000000400000000000000000000634a
1353,210.360552,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0024b224002196
768,102.181141,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0024b224002196
416,10.110799,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0024b224002196
1352,210.357029,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,31,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00233b230cf611000000000000f5110000a6b8
767,102.176796,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,31,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00233b230cdd11000000000000dc110000080c
415,10.107556,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,31,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00233b230cd811000000000000d7110000b61c
1350,210.271349,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00233a23004d9d
765,101.417274,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00233a23004d9d
413,9.975349,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00233a23004d9d
1349,210.267289,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,43,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0022a522180000000000000000000000000000000000000000000000001436
764,101.41225,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,43,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0022a522180000000000000000000000000000000000000000000000001436
412,9.972092,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,43,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0022a522180000000000000000000000000000000000000000000000001436
1347,210.178732,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0022a4220044cd
762,101.100894,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0022a4220044cd
410,9.839779,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0022a4220044cd
967,162.107483,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,16,"Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)",220000
1346,210.176361,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00212321080000000000000400fcb5
761,101.097812,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00212321080000000000000400fcb5
409,9.836936,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,27,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00212321080000000000000400fcb5
1344,210.089383,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0021222100ed11
759,100.784695,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0021222100ed11
407,9.749378,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0021222100ed11
1343,210.086957,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,29,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002051200a00000000000000000000964d
758,100.782811,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,29,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002051200a00000000000000000000964d
406,9.746992,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,29,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",002051200a00000000000000000000964d
1341,210.000858,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0020502000b494
756,100.6504,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0020502000b494
404,9.570426,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",0020502000b494
936,142.666949,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,16,"Rcvd Handle Value Notification, Handle: 0x001c (Tandem Diabetes Care: Unknown)",200000
1340,209.99718,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,36,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001f6d1f110000000000000000000000000000000001264b
755,100.647028,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,36,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001f6d1f110000000000000000000000000000000000075b
403,9.567086,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,36,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001f6d1f110000000000000000000000000000000000075b
1338,209.912007,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001f6c1f00db31
753,100.156801,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001f6c1f00db31
401,9.435528,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001f6c1f00db31
1337,209.907257,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,30,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001e911e0b6464000000000000000000fa96
752,100.151661,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,30,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001e911e0b6464000000000000000000fa96
400,9.432139,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,30,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001e911e0b6464000000000000000000fa96
1335,209.774133,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001e901e00d994
750,99.79589,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001e901e00d994
398,9.209823,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001e901e00d994
1334,209.771716,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,38,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001db31d1301dc0001640000000400000000000000000000b666
749,99.791908,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,38,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001db31d130000000000000000040000000000000000000095d3
397,9.207187,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,38,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001db31d130000000000000000040000000000000000000095d3
1314,209.685172,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001db21d002c29
747,99.615827,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001db21d002c29
395,9.075673,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001db21d002c29
1313,209.681648,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,36,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001c611c113030303030310000000000000000000002d2cc
746,99.611884,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,36,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001c611c113030303030310000000000000000000002d2cc
394,9.071976,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,36,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001c611c113030303030310000000000000000000002d2cc
1311,209.597778,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001c601c00e911
744,99.435544,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001c601c00e911
392,8.987475,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001c601c00e911
1310,209.591886,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,22,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001b5f1b03140105c934
743,99.431776,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,22,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001b5f1b03140105c934
391,8.98197,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,22,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001b5f1b03140105c934
1308,209.50593,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001b5e1b00da56
741,98.98711,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001b5e1b00da56
389,8.805688,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001b5e1b00da56
1307,209.501911,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,25,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001a5d1a06030005030005db3c
740,98.981625,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,25,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001a5d1a06030005030005db3c
388,8.80207,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,25,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001a5d1a06030005030005db3c
1305,209.417147,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001a5c1a008b0b
738,98.897255,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001a5c1a008b0b
386,8.715089,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",001a5c1a008b0b
1304,209.411914,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,31,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00195b190cc80001000007500001000007a5da
737,98.891708,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,31,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00195b190cc80001000007500001000007a5da
385,8.712177,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,31,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00195b190cc80001000007500001000007a5da
1302,209.326575,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00195a190078ec
735,98.670051,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00195a190078ec
365,8.44636,Google_bf:f4:6b (SM-G780F),fb:89:10:37:fe:76 (),ATT,19,"Sent Write Command, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00195a190078ec
1301,209.321592,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,28,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00185318091446010c00001e000021eb
734,98.666741,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,28,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00185318091446010c00001e000021eb
364,8.442999,fb:89:10:37:fe:76 (),Google_bf:f4:6b (SM-G780F),ATT,28,"Rcvd Handle Value Notification, Handle: 0x0019 (Tandem Diabetes Care: Unknown)",00185318091446010c00001e000021eb
